,image_id,question,choices,correct_choice_idx,direct_answers,difficult_direct_answer,rationales,categories
89,155125,What type of diet does the person shown have?,"atkins,omnivorous,vegan,vegetarian",1,"omnivorous,no idea,pizza,no diet,omnivore,average,pizza,meat,pizza,junk food",False,"The pizza has meat and veggie.#The person is eating pizza, so he does not have an atkins diet. the pizza has meat, so his diet is not vegetarian or vegan.#The person is about to eat a slice of pizza topped with both vegetables and meat (chicken), so the person would seem to be an omnivore--one who eats both plant-based and animal-based food--and therefore he's someone who has an omnivorous diet.","['furniture', 'furniture', 'person', 'food', 'outdoor']"
90,265818,What might come from the right or left at any time?,"lava,train,tank,car",3,"traffic,traffic,traffic,people,car,traffic,traffic,vehicle,turn,traffic",False,A car could pass through this intersection from the right or left at any moment.#This is a road for vehicles#It is a road that motor vehicles drive on.,"['vehicle', 'outdoor', 'person']"
91,393845,What color is the collar worn on the shirt with the man having his tie tied?,"green,black,white,blue",2,"white,white,white color,white,white,light blue,white,white,white,white",False,"A man is in a dress shirt that is white while a woman adjusts his tie.#The shirt has a white bright color on the collar.#His collar is not blue, black, or green.","['accessory', 'person']"
92,578396,The human-shaped decorations are made of what material?,"metal,wood,cement,plastic",0,"metal,metal,metal,metal,metal,metal,metal,metal,metal,metal",False,The decorations are metal.#These art sculptures are made of a steel material based on their texture and color.#The shape is metal.,"['animal', 'person', 'indoor']"
93,133836,What location is the train parked in?,"train depot,desert,horse stop,taxi station",0,"train station,station,station,station,station,train tracks,train station,station,train depot,train station",False,It is next to a platform where passengers can board or disembark.#Obviously a train would be parked in a train depot. it couldn't fit into a taxi station and the thought of a train in a horse stop is sort of amusing but not realistic. and there has never been a train in a desert.#This is generally where trains stop.,"['vehicle', 'person']"
94,7149,Why is the woman hosing the animal off?,"it's cold,it's thirsty,it's hot,it's dirty",3,"dirty,cleaning,washing,dirty,dirty,bath time,bathing,washing,dirty,it's dirty",False,The woman wants to clean the animal.#The fur is matted and dull in color.#It needs to be cleaned,"['animal', 'furniture', 'person']"
95,134133,California is the largest producer of which fruit?,"apple,berries,grapes,avocados",3,"oranges,grapes,grapes,orange,avocado,avocado,apricot,avocados,oranges,oranges",False,Avocados are a well-known california product.#California produces avocados in bulk.#California has avocadoes.,"['person', 'kitchen', 'food', 'accessory']"
96,137339,What fruit is the same colour as the roundish flower on the cover?,"apple,plum,orange,damson",2,"orange,pomegranate,plum,orange,lime,tomato,strawberry,orange,apple,apple",False,"The flower on the sheet is orange. a common fruit that is orange in color is an orange.#The fruit is an orange.#The roundish flower is not red, green, purple, or blue.","['furniture', 'furniture', 'furniture', 'accessory', 'indoor', 'indoor']"
97,199522,What has peaked the interest of the little girl?,"sheep,mother,cage,puddle",0,"sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep",False,The little girl is pointing to it.#The little girl is pointing at the animal in the cage and is looking in that direction.#She is pointing her finger at the animal,"['animal', 'person']"
98,300509,Whats the womans skin color?,"grey,white,black,brown",1,"white,peach,peach,white,peach,white,white,white,white,white",False,She has very light skin#The woman is caucasian.#She is of european descent.,"['electronic', 'person']"
99,23676,What sport are these women most likely playing?,"tennis,softball,lacrosse,croquet",1,"baseball,softball,softball,baseball,baseball,softball,softball,softball,baseball,baseball",False,They have a bat and women usually play this instead of baseball#The woman are playing softball with a bat.#The women are holding bats and playing softball.,"['sports', 'person', 'sports']"
